Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2004-08-19,2.4805285930633545,2.5724907007955613,2.372249665665562,2.472122535599925,897427216
2004-08-20,2.6775569915771484,2.696592139363287,2.484484110901911,2.497091541885455,458857488
2004-08-23,2.704503059387207,2.8053655894795213,2.695850891086642,2.7378766889277246,366857939
2004-08-24,2.5925159454345703,2.758889273535292,2.560378069013449,2.7499900490424998,306396159
2004-08-25,2.620450258255005,2.6698934124941425,2.5680412483570305,2.5947401020231093,184645512
2004-08-26,2.667667865753174,2.668656563132038,2.587323543282525,2.5944926641759385,142572401
2004-08-27,2.6241583824157715,2.685220267763395,2.6127867057755947,2.6723648350876354,124826132
2004-08-30,2.52181339263916,2.6078433383024855,2.52181339263916,2.602651137572449,104429967
2004-08-31,2.530712366104126,2.563838699759072,2.5255211129509902,2.5289822639113657,98825037
2004-09-01,2.4783034324645996,2.5455450359281238,2.463964952750021,2.5388702631263973,183633734
2004-09-02,2.5094518661499023,2.530712411077297,2.445918233984355,2.4520988946153928,303810504
2004-09-03,2.472369432449341,2.5151378087091354,2.455312392392517,2.495608315447998,103538639
2004-09-07,2.5111827850341797,2.5215660018974173,2.4624822156970847,2.4970915975934167,117506800
2004-09-08,2.528981924057007,2.5470286079021105,2.484483682707569,2.490416103175605,100186120
2004-09-09,2.529229164123535,2.539117084458438,2.4968442372196527,2.5346674729789918,81620792
2004-09-10,2.6038870811462402,2.634294138915772,2.5042603239383383,2.511676737209856,174804764
2004-09-13,2.657532215118408,2.680028514126486,2.6318220576904374,2.6360246135905094,157628624
2004-09-14,2.7561702728271484,2.768777702727512,2.639979634706813,2.656296218001919,217608605
2004-09-15,2.768777847290039,2.823906367128911,2.7242795997712306,2.7331797698911653,215279909
2004-09-16,2.8174784183502197,2.8627180706994904,2.7601256841437625,2.7771827265018643,186207345
2004-09-17,2.9044978618621826,2.9044978618621826,2.8070955416973185,2.8286031431990324,190350817
2004-09-20,2.950726270675659,3.0061018497481564,2.886698523597279,2.8911481356265614,213585582
2004-09-21,2.913149833679199,2.976930519174107,2.904992015129819,2.961850635519053,145262446
2004-09-22,2.9264988899230957,2.9583897083696775,2.887686952422269,2.902272725117842,152344894
2004-09-23,2.9868197441101074,3.0315650517271497,2.8928783334810833,2.93787188037765,171524515
2004-09-24,2.9623451232910156,3.0679043138318156,2.9606150210598674,2.9897851457520717,183336625
2004-09-27,2.9235332012176514,2.9883023508389788,2.91216152387903,2.955670128374949,141994242
2004-09-28,3.1361355781555176,3.1494844137865585,2.971739658794908,2.998685569319819,340190355
2004-09-29,3.2404592037200928,3.3378605744054473,3.1205612980811956,3.132180267940597,613229953
2004-09-30,3.203871250152588,3.270618735486721,3.189038423046403,3.2112876637056806,276468402
2004-10-01,3.277540683746338,3.318577776207314,3.1865658563025323,3.233536552682283,303934969
2004-10-04,3.3388493061065674,3.383594850316104,3.313386440094921,3.343547157556969,261693228
2004-10-05,3.4206764698028564,3.4246317329578724,3.2691359835260636,3.328961409378243,300887589
2004-10-06,3.388786792755127,3.422654770776777,3.3620881733197057,3.4004057634847697,268900140
2004-10-07,3.432542324066162,3.458005423829014,3.3756837033923746,3.3848311659748136,283643194
2004-10-08,3.4048550128936768,3.4530614663084003,3.3873026756740305,3.42932941525936,222442656
2004-10-11,3.3437938690185547,3.432790599501101,3.3089364869170583,3.386808359865111,210437827
2004-10-12,3.3966972827911377,3.401888299337561,3.2978119199087623,3.3235220763951854,234419380
2004-10-13,3.4832212924957275,3.5487330282014424,3.462950391999943,3.543046479766774,397203256
2004-10-14,3.5104143619537354,3.5198088810122745,3.425374311212974,3.4859409050274897,209835578
2004-10-15,3.5625760555267334,3.596939324292583,3.5091783505048073,3.5828479017061396,265150137
2004-10-18,3.6874186992645264,3.688407160032327,3.4908846800107454,3.5400798305100922,282061287
2004-10-19,3.657258987426758,3.767516025472119,3.642673452270667,3.720545325114741,363918964
2004-10-20,3.4730851650238037,3.683216014428484,3.4510832170559262,3.659483017798224,456613107
2004-10-21,3.692857027053833,3.7113978250163395,3.5010206210716786,3.569745267199688,585767401
2004-10-22,4.26268196105957,4.454024013752729,4.05625907843536,4.215958554970466,1481207196
2004-10-25,4.632758617401123,4.806549296937671,4.265647998145629,4.36082515841415,1315480331
2004-10-26,4.494319915771484,4.762298097892593,4.449821431680841,4.6065543501502,895628499
2004-10-27,4.597407817840576,4.685167616892016,4.4935784899356115,4.517063486585118,536262538
2004-10-28,4.778614044189453,4.805559719135424,4.588260667602591,4.614959286494572,596097978
2004-10-29,4.712855339050293,4.943009321059606,4.711866168389287,4.916804817716095,849672890
2004-11-01,4.846102237701416,4.886644982179665,4.728429740279711,4.784794008947955,490828877
2004-11-02,4.817426681518555,4.925705380999971,4.779603442827424,4.914086647747198,455553149
2004-11-03,4.738317966461182,4.983799846496394,4.7155746127106335,4.899253674677544,557630330
2004-11-04,4.56601095199585,4.706922339529697,4.532637563509804,4.658468594272928,578544429
2004-11-05,4.186540126800537,4.506680260984988,4.166763811701149,4.498769734945233,796297573
2004-11-08,4.265647888183594,4.337093467130776,4.187776012362191,4.225600671361368,449349985
2004-11-09,4.170471668243408,4.331159361924238,4.0856775001093775,4.303966161855534,444226854
2004-11-10,4.149704933166504,4.26490591427111,4.111881701175691,4.219171684198232,427355853
2004-11-11,4.524479866027832,4.542526316428524,4.1425364220255,4.181102249743842,601666773
2004-11-12,4.499263286590576,4.692089079137074,4.38554605759986,4.57911349145067,672354740
2004-11-15,4.570213794708252,4.655502080228841,4.418920372858908,4.460945928966434,477844390
